ARO Accession	ARO Name	CARD Short Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	Matched_CARD_Tokens	Matched_Better_Classes	UniProt	UniParc	PDB	PDB_Links
ARO:3006783	PDC-414	PDC-414	WP_168247898.1	NG_068202.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FEL2			
ARO:3006784	PDC-415	PDC-415	WP_168247899.1	NG_068203.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FE20			
ARO:3006785	PDC-416	PDC-416	WP_168247900.1	NG_068204.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FE50			
ARO:3006786	PDC-417	PDC-417	WP_168247901.1	NG_068205.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FF36			
ARO:3006787	PDC-418	PDC-418	WP_168247902.1	NG_068206.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FE98			
ARO:3006788	PDC-419	PDC-419	WP_168247903.1	NG_068207.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FEB7			
ARO:3006789	PDC-42	PDC-42	WP_063864582.1	NG_049915.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A0A0Q9J0;A0A2R3IVR2			
ARO:3006790	PDC-420	PDC-420	WP_168247904.1	NG_068208.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FDV6			
ARO:3006791	PDC-421	PDC-421	WP_168247905.1	NG_068209.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8J193			
ARO:3006792	PDC-422	PDC-422	WP_179284354.1	NG_070188.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7D3QXU5			
ARO:3006793	PDC-423	PDC-423	WP_134600670.1	NG_070189.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7D3QYW6			
ARO:3006794	PDC-424	PDC-424	WP_179284357.1	NG_070190.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7D3R371			
ARO:3006795	PDC-425	PDC-425	WP_179284360.1	NG_070191.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7D3R331			
ARO:3006796	PDC-426	PDC-426	WP_179284362.1	NG_070192.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7D3QWH2			
ARO:3006797	PDC-427	PDC-427	WP_179284365.1	NG_070193.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7D3QWY9			
ARO:3006798	PDC-428	PDC-428	WP_179284368.1	NG_070194.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7D3QWD2			
ARO:3005312	PDC-429	PDC-429	WP_179284370.1	NG_070195.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7D3QYD6			
ARO:3005134	PDC-43	PDC-43	AIG19980.1	KJ949058.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A0A0Q8J8			
ARO:3006799	PDC-430	PDC-430	WP_179284371.1	NG_070196.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7D3QWG0			
ARO:3006800	PDC-431	PDC-431	WP_023118898.1	NG_070197.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7D3URZ9			
ARO:3006801	PDC-432	PDC-432	WP_179284372.1	NG_070198.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7D3UXT4			
ARO:3006802	PDC-433	PDC-433	WP_133452685.1	NG_070199.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7D3UV10			
ARO:3006803	PDC-434	PDC-434	WP_179284373.1	NG_070200.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6N0DIC3			
ARO:3006804	PDC-435	PDC-435	WP_179284374.1	NG_070201.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6N0D8U3			
ARO:3006805	PDC-436	PDC-436	WP_179284375.1	NG_070202.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6N0D3Q4			
ARO:3006806	PDC-437	PDC-437	WP_179284376.1	NG_070203.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6N0D1T1			
ARO:3005275	PDC-438	PDC-438	WP_179284377.1	NG_070204.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6N0D4R7			
ARO:3006807	PDC-439	PDC-439	WP_179284378.1	NG_070205.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6N0D9H8			
ARO:3005142	PDC-44	PDC-44	AIG19981.1	KJ949059.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A0A0QAU4			
ARO:3006808	PDC-440	PDC-440	WP_179284379.1	NG_070206.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6N0D8S3			
ARO:3006809	PDC-441	PDC-441	WP_179284380.1	NG_070207.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6N0D1V3			
ARO:3006810	PDC-442	PDC-442	WP_049305288.1	NG_070208.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6N0D3Y0			
ARO:3006811	PDC-443	PDC-443	WP_132710363.1	NG_070209.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6N0D3S9			
ARO:3006812	PDC-444	PDC-444	WP_179284381.1	NG_070210.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6N0DID4			
ARO:3006813	PDC-445	PDC-445	WP_179284382.1	NG_070211.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6N0D8V5			
ARO:3006814	PDC-446	PDC-446	WP_179284383.1	NG_070212.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6N0D3R7			
ARO:3006815	PDC-447	PDC-447	WP_179284384.1	NG_070213.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6N0D1U4			
ARO:3006816	PDC-448	PDC-448	WP_179284385.1	NG_070214.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6N0D9H0			
ARO:3005313	PDC-449	PDC-449	WP_179284386.1	NG_070215.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6N0D8R5			
ARO:3005145	PDC-45	PDC-45	AIG19982.1	KJ949060.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A0A0Q8P5			
ARO:3006817	PDC-450	PDC-450	WP_179284387.1	NG_070216.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6N0D1T7			
ARO:3006818	PDC-451	PDC-451	WP_179284388.1	NG_070217.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6N0D3X0			
ARO:3006819	PDC-452	PDC-452	WP_179284389.1	NG_070218.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6N0D3S1			
ARO:3006820	PDC-453	PDC-453	WP_179945705.1	NG_070227.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7D5FS79			
ARO:3006821	PDC-454	PDC-454	WP_141563014.1	NG_070228.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7D5FF62			
ARO:3006822	PDC-455	PDC-455	WP_058135553.1	NG_070229.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7D5FGR6			
ARO:3006823	PDC-456	PDC-456	WP_188331879.1	NG_070751.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7H9SKC6			
ARO:3006824	PDC-457	PDC-457	WP_094954583.1	NG_070752.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins		UPI000BA18B89		
ARO:3006825	PDC-458	PDC-458	WP_197749407.1	NG_071216.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7S9YV61			
ARO:3006826	PDC-459	PDC-459	WP_197749408.1	NG_071217.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7S9YTV9			
ARO:3006827	PDC-46	PDC-46	WP_043083525.1	NG_049919.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A0A0Q7X8			
ARO:3006828	PDC-460	PDC-460	WP_197749409.1	NG_071218.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7S9VMX0			
ARO:3005294	PDC-461	PDC-461	WP_197749410.1	NG_071219.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7S9VMU1			
ARO:3006829	PDC-462	PDC-462	WP_197749411.1	NG_071220.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7S9VMU9			
ARO:3006830	PDC-463	PDC-463	WP_197749412.1	NG_071221.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7S9VN18			
ARO:3005291	PDC-464	PDC-464	WP_197749413.1	NG_071222.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7S9VNN0			
ARO:3006831	PDC-465	PDC-465	WP_197749414.1	NG_071223.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7S9VMS5			
ARO:3006832	PDC-466	PDC-466	WP_197749415.1	NG_071224.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7S9VMY0			
ARO:3006833	PDC-467	PDC-467	WP_204376240.1	NG_073478.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7T7BVC0			
